,sma_f,sma_s,rsi,sma_r,macd,macdSignal,macdHist,stoch_k,stoch_d,sma_test,macd_test,stoch_over_bought,stoch_over_sold,rsi_over_bought,rsi_over_sold,price,high,low,next_10_high,next_10_low,next_50_high,next_50_low,next_100_high,next_100_low
2018-01-10 01:58:00+00:00,14169.199999999997,14102.830919072998,56.45608341372888,47.82447862231889,0.27309639279701514,-9.650983794293918,9.924080187090933,59.529390576280875,58.435603275329015,1,1,0,0,0,0,14180.0,14188.0,14148.0,14218.0,14193.0,14216.0,14179.0,14276.0,14248.0
2018-01-10 01:59:00+00:00,14167.319999999998,14103.619737407,49.150671075734905,48.373987485367245,-0.3271660199479811,-7.786220239424731,7.45905421947675,59.95777076369721,59.19173636520198,1,1,0,0,0,0,14124.0,14181.0,14111.0,14233.0,14202.0,14189.0,14186.0,14289.0,14276.0
2018-01-10 02:00:00+00:00,14166.439999999997,14104.739737406999,54.37349817126582,49.51680127909419,2.8757869731434766,-5.653818796911089,8.529605770054566,63.716274165057754,61.067811835012,1,1,0,0,0,0,14170.0,14172.0,14124.0,14240.0,14219.0,14239.0,14187.0,14313.0,14284.0
2018-01-10 02:01:00+00:00,14165.259999999998,14106.539737407,55.444881483782495,50.69341013924461,6.150171375444188,-3.2930207624400336,9.443192137884221,67.33305421040923,63.669033046388115,1,1,0,0,0,0,14180.0,14184.0,14152.0,14236.0,14185.0,14241.0,14210.0,14321.0,14305.0
2018-01-10 02:02:00+00:00,14163.439999999997,14109.049737407,52.903050304447774,51.55835731083452,7.129815321684873,-1.2084535456150522,8.338268867299925,64.82841599148529,65.29258145565082,1,1,0,0,0,0,14161.0,14179.0,14127.0,14233.0,14208.0,14247.0,14232.0,14310.0,14282.0
2018-01-10 02:03:00+00:00,14163.379999999997,14111.239737406999,58.22237122058884,52.09719624163092,11.72492308216897,1.3782217799417524,10.346701302227219,64.72585807642737,65.62910942610735,1,1,0,0,0,0,14210.0,14222.0,14162.0,14249.0,14227.0,14250.0,14222.0,14281.0,14265.0
2018-01-10 02:04:00+00:00,14162.959999999997,14112.809737406998,57.08868711509123,52.363397469640205,14.55328473973168,4.013234371899738,10.540050367831942,63.412919773693154,64.32239794720199,1,1,0,0,0,0,14202.0,14213.0,14188.0,14281.430795100001,14238.0,14236.0,14210.0,14262.0,14249.0
2018-01-10 02:05:00+00:00,14162.779999999997,14114.709737407,58.50272106769763,52.47051629030352,17.640425243635036,6.738672546246798,10.901752697388238,64.81055625467596,64.31644470159888,1,1,0,0,0,0,14215.0,14225.0,14209.0,14275.0,14232.0,14245.0,14228.0,14262.0,14242.0
2018-01-10 02:06:00+00:00,14162.879999999997,14117.599737407,57.25242394440863,52.86497744948608,19.219917943348264,9.234921625667091,9.984996317681173,68.40543520004292,65.54297040947074,1,1,0,0,0,0,14207.0,14220.0,14185.0,14249.0,14245.0,14260.0,14244.398226700001,14257.0,14226.0
2018-01-10 02:07:00+00:00,14162.079999999998,14120.849737407,56.12219978252807,53.54240578406111,19.679977261432214,11.323932752820117,8.356044508612097,71.92745562900961,68.38114902790956,1,1,0,0,0,0,14200.0,14222.0,14200.0,14272.0,14248.0,14258.0,14229.0,14269.0290581,14240.0
2018-01-10 02:08:00+00:00,14160.839999999998,14123.431181666,56.51837234968434,54.3942033499993,20.055465590285166,13.070239320313126,6.98522626997204,72.6515709632167,70.99482059742314,1,1,0,0,0,0,14203.0,14218.0,14193.0,14268.0,14245.0,14272.0,14208.0,14238.0,14205.0
2018-01-10 02:09:00+00:00,14159.699999999997,14125.461181665998,58.7890948170242,55.135341118717776,21.477224644624584,14.751636385175418,6.725588259449166,72.09319394268371,72.22407351163675,1,1,0,0,0,0,14220.0,14233.0,14202.0,14265.0,14237.0,14272.0,14234.0,14207.0,14154.0
2018-01-10 02:10:00+00:00,14159.199999999997,14126.991181665999,60.7374314362133,55.56540073612293,23.542964933414623,16.50990209482326,7.033062838591363,74.79205757904734,73.17894082831599,1,1,0,0,0,0,14235.0,14240.0,14219.0,14252.0,14184.0,14260.0,14236.0,14159.0,14133.0
2018-01-10 02:11:00+00:00,14158.279999999997,14128.331181665999,60.32789417145461,56.29936390072612,24.73358236840977,18.154638149540563,6.578944218869207,75.29665714614691,74.06063622262606,1,1,0,0,0,0,14233.0,14236.0,14185.0,14224.0,14173.0,14242.0,14223.0,14145.0,14139.0
2018-01-10 02:12:00+00:00,14157.139999999998,14129.761181666,59.04171374376518,56.728739606494386,24.9059056309452,19.50489164582149,5.401013985123708,74.13744598693575,74.74205357071007,1,1,0,0,0,0,14227.0,14233.0,14208.0,14243.2036278,14215.0,14241.0,14226.479242,14179.0,14130.0
2018-01-10 02:13:00+00:00,14157.539999999997,14131.861181666,62.22208506584609,57.11313971663553,26.512074504658813,20.906328217588957,5.605746287069856,79.21681106630082,76.21697139979456,1,1,0,0,0,0,14249.0,14249.0,14227.0,14243.0,14214.0,14268.0,14226.479242,14133.0,14113.0
2018-01-10 02:14:00+00:00,14158.779999999997,14133.661181665999,65.97286385151484,58.234619235020865,29.781727331590446,22.681408040389254,7.100319291201192,80.39125538474828,77.91517081266169,1,1,1,0,0,0,14278.0,14281.430795100001,14238.0,14229.0,14217.0,14295.0,14253.0,14115.0,14042.0
2018-01-10 02:15:00+00:00,14158.759999999998,14135.481181665999,56.40630711634989,58.3701398313598,28.33451256828448,23.8120289459683,4.52248362231618,77.36472007615002,78.99092884239978,1,1,0,0,0,0,14232.0,14275.0,14232.0,14249.1766227,14222.0,14282.0,14220.0,14066.7375539,14049.0
2018-01-10 02:16:00+00:00,14159.039999999997,14137.141181665998,58.78491206606438,58.59280853684526,28.233879775743844,24.69639911192341,3.5374806638204355,76.71470722377465,78.1568942282244,1,1,0,0,0,0,14249.0,14249.0,14245.0,14246.0,14212.0,14313.0,14265.0,14115.0,14060.0
2018-01-10 02:17:00+00:00,14159.839999999998,14138.691181666,61.324833115738585,59.154260724264645,29.34895231975497,25.62690975348972,3.7220425662652517,75.72440846720608,76.60127858904367,1,1,0,0,0,0,14268.0,14272.0,14248.0,14238.0,14221.0,14330.0,14304.0,14152.0,14108.0
2018-01-10 02:18:00+00:00,14161.359999999997,14140.451181666,60.68887949709188,59.31869460936485,29.648807420393496,26.431289286870474,3.217518133523022,74.8078488725789,75.7489881878533,1,1,0,0,0,0,14265.0,14268.0,14245.0,14246.0,14225.0,14363.0,14320.0,14131.0,14085.0
2018-01-10 02:19:00+00:00,14162.979999999998,14141.771181666,57.07677078946007,59.3179001876561,28.18973312693015,26.78297805488241,1.4067550720477406,71.05166201245278,73.861306450746,1,1,0,0,0,0,14248.0,14265.0,14237.0,14245.0,14220.0,14331.0,14298.0,14093.0,14069.0
